Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Egypt, Arab Rep.",EGY,,,,,,5111621013.54,5339520612.99,5579168509.51,6109112149.53,6861743341.40,7682491836.22,8266003570.52,8763960703.21,9616725366.35,9015166839.81,11437965585.27,13360476861.97,14636028766.88,14849909490.60,18150000571.43,22912500555.56,23405404729.73,25592365394.09,28137369499.42,30642873038.06,34689560464.87,35880262675.40,40507934171.25,35044634014.76,39648442534.08,43130416913.41,36970555898.97,41855986519.42,46578631452.58,51897983392.65,60159245060.45,67629716981.13,78436578171.09,84828807556.08,90710704806.84,99838543960.08,97632008709.85,87850683978.67,82924503942.64,78845185293.50,89685725230.25,107484034870.97,130478960092.50,162818181818.18,188982374700.81,218888324504.75,236001858960.02,279372758361.83,288586231501.88,305529656458.44,332698041030.81,332927833278.04,235369129337.71
Euro area,EMU,245481170883.19,270209616177.80,299861478246.08,336397359782.27,374149876145.18,408271451256.53,445206447913.14,483621899479.56,518457064985.57,572746095861.85,641007721011.56,726493034519.77,877638449890.68,1139338665733.79,1292029309978.00,1498226185899.87,1563537252032.99,1778408642446.15,2177729018551.28,2638074030080.03,2954709023023.64,2567963322163.51,2486193594710.49,2425389980415.87,2326467520530.15,2390171591864.07,3354402989830.14,4148857830557.19,4562994436730.71,4661028587623.06,5865987770333.13,6098676689338.33,6728127233434.23,6161852575349.70,6508354899681.88,7511904164486.47,7603702791726.49,6952136357842.55,7143924782776.19,7111965486004.21,6481136050752.89,6587879913280.53,7167962845268.71,8843928999674.85,10144490451439.90,10529067120156.20,11179595208136.50,12873605034032.80,14113093728352.10,12904996240637.70,12641025241011.90,13622020017559.80,12641932413656.30,13193288711206.90,13478925371853.10,11667283153635.40,11934738646774.80,12589497164004.30
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.65,467872714.76,531688311.69,578015625.00,693535954.19,686490090.14,745526154.93,688921325.71,706370815.58,752368495.51,729321366.65,870247703.18,1109054005.44,1098425900.74,1211161879.67,1317974491.06,1380188800.00,1856695551.22,2117039512.20,2607739837.40,,,,,,
Spain,ESP,12072126075.40,13834300571.48,16138545209.25,19074913947.72,21343844643.73,24756958694.92,28721062242.16,31647119228.20,31475548481.41,36038711599.54,40881655098.65,46492797365.27,58971806626.97,78425934894.35,97009800115.37,114465300289.86,118185307386.22,132089531434.83,160163483072.92,214019077342.59,232134606637.27,202257045774.01,195464408602.15,170486866357.31,171635463361.62,180302412230.92,250638463466.79,317882187036.79,375138723325.24,413630538018.27,535101248775.71,575598537069.66,629202392003.90,523649481762.32,529121577319.59,612939685081.40,640998292394.59,588692045454.55,617041986858.23,633194118900.49,595402616546.90,625975838926.18,705145868624.13,906853273137.70,1069555500372.49,1157276458151.97,1264551499184.54,1479341637010.68,1635015380108.39,1499099749930.54,1431616749640.29,1488067258325.20,1336018949805.58,1361854206549.39,1376910811040.88,1197789902774.43,1237255019653.86,1311320015515.99
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4373665145.55,4746109767.20,5066240419.30,5617109244.63,5726897998.30,5685774808.81,6245069734.13,7322069511.16,9833870709.12,12059201242.24,14006088297.48,16963625015.68,22237061730.08,24194039255.90,19652492636.84,19490936349.18,23170239900.77,23043864510.05,25137153149.44,26224622450.83,22566956982.23,23337907618.52,25921079612.33
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,7324903188.41,7707678019.32,8567890821.26,8096302367.15,9480840483.09,9848600869.57,10527338647.34,10908935748.79,11476584879.23,12175166763.29,13463868357.49,10492993077.61,8830712713.91,6927950564.56,7663984567.90,8547939730.62,8589211390.50,7818224905.55,7700833482.01,8242392103.68,8231326016.47,7850809498.17,8623691300.04,10131187261.44,12401139453.97,15280861834.60,19707616772.80,27066912635.22,32437389116.04,29933790334.34,31952763089.33,43310721414.08,47648211133.22,55612228233.52,64464547915.27,73000980433.95,80561496133.92
European Union,EUU,359029375700.78,390887213480.75,427014890429.99,470414635948.37,521327946897.93,567732375288.19,615437686396.20,661332223545.93,687385494341.58,754985079762.72,854806976544.55,966895024360.65,1157617173702.10,1469889521862.17,1652067527870.01,1925962407817.74,1994811570691.80,2259061132562.77,2768458431504.73,3381002006988.18,3859034986977.15,3414523775281.61,3286230902571.68,3185259544963.10,3058273854701.50,3160727474313.24,4333946473357.81,5362160463594.03,5981271674728.67,6107077077923.22,7573007883964.69,7859432403021.20,8563868132607.11,7808204288725.23,8291509307136.46,9617626658380.63,9832779726332.57,9281691729773.42,9597916593883.38,9583222954183.93,8906259675838.60,9004047000477.56,9816570308921.34,11949502573497.40,13798204365627.70,14433470312804.20,15398749328298.70,17793784213095.40,19137013228474.80,17102490228101.10,16987391593239.70,18350556736022.00,17292774157162.60,18029679886231.60,18635535561984.70,16416670356766.40,16491855791194.90,17277697660475.00
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214581982915.43,196815513031.59,191486948971.48,217583936377.29,251771040833.79,306264358671.98,362640093033.13,445864045382.20,576894965021.31,538769386851.79,641083498163.62,705132989291.66,812460412982.90,844211308436.99,854436872033.34,758948867366.73,724091067411.03,830726810714.62
Finland,FIN,5224102195.53,5921659485.03,6340580854.39,6885920328.66,7766655085.79,8589340019.03,9208524504.88,9368954010.31,8823033880.33,10070766720.50,11365953567.38,12536710287.01,14754136507.03,19486826979.93,24867278714.35,29494515597.22,31873171718.73,33524682307.81,36283091407.94,44498283620.82,53685049410.26,52485533204.74,52832120389.79,51014090520.92,52926394934.71,55914236377.59,73586676049.73,91642093872.58,109103056147.83,119064708327.56,141517648888.20,127866490222.03,112625431377.75,89255751014.89,103321570859.42,134199346405.23,132099404607.82,126833123353.57,133936359590.57,135225868314.51,125539893126.96,129250111856.82,139552983248.64,171071106094.81,196768065557.49,204436015420.97,216552502822.73,255384615384.62,283742493042.33,251499027507.64,247799815768.48,273674236772.82,256706466091.09,269980111642.90,272609288689.58,232464833065.55,238677672281.61,251884887972.77
Fiji,FJI,112328422.11,116987784.91,122906434.96,129454728.62,140032741.47,147084750.03,150603925.52,162625885.86,166952937.14,182182067.70,219878482.17,247749327.72,316650508.97,425963359.36,558589870.90,684268280.81,694552411.72,719533137.13,829239489.84,1019743927.25,1202567359.41,1235899836.18,1194015444.02,1123107276.30,1177997413.63,1141210124.83,1290228616.82,1177908191.98,1109976927.92,1182686577.23,1337024782.23,1383843860.12,1531803060.55,1635426125.31,1825285158.12,1970347720.97,2129266728.43,2093994597.22,1656784779.55,1942170999.19,1684109743.49,1660102345.60,1842691481.09,2315935752.72,2727507212.93,3006725014.78,3102741451.02,3405050611.69,3523185919.56,2870624635.68,3140508835.95,3774530615.66,3972012570.53,4190143206.26,4483416339.94,4362128146.45,4671313314.56,5061202767.43
France,FRA,62651474946.60,68346741504.43,76313782251.70,85551113767.37,94906593388.31,102160571409.27,110597467198.65,119466139619.59,129847107787.88,140725497222.28,148456359985.83,165966615366.40,203494148244.47,264429876252.21,285552373158.76,360832186018.05,372319038514.07,410279486493.72,506707848837.21,613953129818.07,701288419745.42,615552202776.10,584877732308.61,559869179791.72,530683779929.45,553138414367.06,771470783218.11,934173305685.91,1018847043277.17,1025211803413.53,1269179616913.62,1269276828275.78,1401465923172.24,1322815612694.00,1393982750472.59,1601094756209.75,1605675086549.56,1452884917959.09,1503108739159.44,1492647560196.04,1362248940482.77,1376465324384.79,1494286655373.61,1840480812641.08,2115742488204.62,2196126103718.44,2318593651988.46,2657213249384.07,2918382891460.38,2690222283967.77,2642609548930.36,2861408170264.60,2683825225092.63,2811077725703.59,2852165760630.27,2438207896251.84,2465134297438.91,2582501307216.42
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105688872.97,1125684470.06,1062339943.83,1154899793.34,1268445919.41,1486861878.96,1683997930.26,1730894295.39,1970135198.76,2278229880.41,2413251995.84,2257083698.63,2301168186.91,2468754074.54,2356495468.28,2613464380.46,2810547884.19,2476746087.19,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,106500000.00,,,112210000.00,116700000.00,124700000.00,135200000.00,147200000.00,166200000.00,178100000.00,198400000.00,202500000.00,222103600.00,218845700.00,206900300.00,219646200.00,220660500.00,233226300.00,240051900.00,241543400.00,245277400.00,240097000.00,250149400.00,253372300.00,256548100.00,262868600.00,279966700.00,296525300.00,310502100.00,326128700.00,316040600.00,317999400.00,315179700.00,329895600.00,336427532.88
Gabon,GAB,141468977.57,167637907.38,182796536.50,154480244.25,215679855.27,226474285.59,245849781.72,271543680.28,294468564.53,318124701.05,323802475.48,381687073.06,430508357.72,722780701.12,1544216003.98,2157592936.61,3009409970.90,2809349074.18,2389479269.19,3030251116.36,4279637933.85,3862269126.93,3618007844.45,3391275731.32,3561451562.24,3339914759.37,3403638193.58,3281797038.67,3834503378.35,4186411457.46,5952293765.84,5402919956.94,5592390848.53,4378645081.02,4190819314.03,4958845906.35,5694040336.83,5326816859.00,4483417119.84,4662992036.21,5067865320.80,5018874179.19,5310381151.36,6497305662.09,7756293574.98,9578973591.01,10318424464.34,12438956756.45,15508574820.35,12065138272.75,14358631634.42,18186515199.97,17171468468.57,17590680916.53,18179666879.04,14377389785.60,14014278017.47,14622880885.68
United Kingdom,GBR,72328047042.16,76694360635.92,80601939635.25,85443766670.43,93387598813.93,100595782309.17,107090721447.06,111185383409.52,104702736248.08,112676874821.99,130671946244.30,148113896325.14,169965034965.04,192537971582.56,206131369798.97,241756637168.14,232614555256.07,263066457352.17,335883029721.96,438994070309.19,564947710899.37,540765675241.16,515048916841.37,489618008185.54,461487097632.35,489285164271.05,601452653180.89,745162608269.33,910122732123.80,926884816753.93,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1335218557677.13,1408781591263.65,1552483628028.81,1638511096389.53,1665623685487.79,1647951278559.54,1621510004318.41,1768408273381.29,2038395102040.82,2398555474185.28,2520701818181.82,2692612695492.18,3074359743897.56,2890564338235.29,2382825985355.97,2441173394729.62,2619700404733.37,2662085168498.93,2739818680930.19,3022827781881.39,2885570309160.86,2650850178102.14,2622433959604.16
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753501867.76,6357615894.04,3690328963.64,2701181331.31,2513870586.73,2693731865.97,3094915505.91,3510540809.25,3613500117.25,2800024313.95,3057453482.56,3219487747.23,3395739855.17,3991281539.82,5125363000.83,6410852595.58,7745406200.85,10172869679.74,12795044472.77,10766809099.07,11638536834.43,14434619982.21,15846474595.77,16140047012.14,16509305827.72,13993546732.47,14378016732.16,15159281211.40
Ghana,GHA,1217230038.27,1302674264.20,1382515590.07,1540797516.79,1731296118.87,2053462872.38,2126300573.18,1747187539.21,1666910166.29,1962051319.26,2215029450.38,2417107708.25,2112292944.64,2465492957.75,2894409937.89,2810106382.98,2765254237.29,3189428571.43,3662478184.99,4020227920.23,4445228215.77,4222441614.97,4035994397.76,4057275042.83,4412279843.44,4504342149.43,5727602644.71,5074829931.97,5197840979.13,5251764264.27,5889174825.49,6596546195.65,6413901601.83,5966255778.12,5444560669.46,6465137614.68,6934984709.48,6891308593.75,7480968858.13,7719354838.71,4983024408.15,5314909953.93,6166330136.29,7632406552.84,8881368538.08,10731634116.74,20409668521.55,24758819717.71,28526891010.49,25977847813.74,32174772955.97,39566292432.86,41939728978.73,47805069494.91,39086625008.62,37338430643.40,42803583022.15,47330016342.57
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,1922600899.38,2041538057.03,2384295763.73,2432029380.44,2666616176.92,3014890569.04,3284625277.16,3279063317.63,3383218922.79,3693753379.06,3869032270.92,3783788551.08,3588376057.02,3461282293.65,2995360969.16,2833442750.44,2949637039.04,3446442218.90,3666349049.43,2937071767.26,4375865936.48,5836261225.24,7009809997.49,6493151288.20,6992497898.59,6511123904.00,7504778989.48,8263033524.60,8765067644.04,8857789705.64,9275886117.43,10496056732.55
"Gambia, The",GMB,,,,,,,44212353.70,46695363.16,41160658.57,45168722.70,52296836.75,55728608.97,59161545.00,75187969.92,95797533.46,115182522.12,112189468.48,138094243.35,171836793.40,207114382.55,241080708.89,218764445.78,216051495.96,213446562.57,177338801.93,225724851.69,185646209.39,220626484.22,266673126.23,284119692.49,317083373.52,690314321.37,714255460.50,755042548.06,746491692.58,785996982.49,848237108.56,803630742.53,840285264.63,814723460.08,782915402.42,687408804.63,578236035.10,487038821.61,578785951.43,624173239.92,655070067.73,798885556.46,965781078.21,900639534.01,951806368.70,898290989.94,910026155.73,898947649.45,833249466.85,907655651.53,962797146.50,1014621519.86
Guinea-Bissau,GNB,,,,,,,,,,,78733594.84,78540057.14,87702828.57,89374237.29,98775328.95,108985740.16,112386489.01,114971207.21,122666858.79,118537875.13,110653830.72,154731969.70,165523634.50,163577538.33,138478900.63,143856253.13,130225018.75,173836362.01,164458120.31,213143016.44,243961995.51,257150374.07,226313443.75,236880821.66,235620043.50,253966922.28,270419779.42,268550998.22,206457544.50,224446663.80,370173838.65,392278168.20,415843482.00,476388260.64,531109356.17,586795675.42,591839470.67,695990208.38,864654795.29,826798659.77,850633309.81,1099385895.08,989875559.11,1045790132.92,1053512334.26,1047808174.96,1178204501.44,1346933490.24
Equatorial Guinea,GNQ,,,9122751.45,10840095.13,12712471.40,64748333.33,69110000.00,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.39,103653049.94,103987520.08,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118564.85,76407396.76,93345847.73,100534663.29,88265974.58,112119406.55,110906032.08,134707184.36,136047896.16,100807001.81,141853368.26,232463036.44,442337849.47,370687618.72,621117885.67,1045998496.44,1461139022.03,1806742742.27,2484745935.09,4410764338.67,8217369092.65,10086528698.86,13071718758.74,19749893536.32,15027795173.22,16298542028.00,21329395900.87,22389627294.42,21942597765.36,21736500712.96,13180194732.94,11259559879.05,12486753871.28
Greece,GRC,4446528164.68,5016048786.23,5327573509.10,5949478034.89,6680298250.58,7600579093.12,8455611129.28,9136711287.82,9915140546.35,11266091570.57,13139862500.00,14591755681.82,16885506818.18,22347844649.02,25351305681.82,28525872476.09,31152840485.07,36176233117.48,44270203153.99,54481875804.97,56829663469.22,52346507380.07,54617991326.53,49428872678.02,48020024788.39,47820850974.59,56379593719.57,65652751132.36,76261278405.00,79169043642.47,97891090928.63,105143232379.88,116224673042.55,108809058858.50,116601802106.74,136878366230.33,145861612825.60,143157600024.96,144428172835.24,142540728958.02,130133845771.14,136191353467.56,153830947016.75,201924270316.03,240521260988.33,247783001865.44,273317737046.80,318497936901.18,354460802548.70,330000252153.38,299361576558.22,287797822093.18,245670666639.05,239862011450.10,237029579260.72,195541761243.14,192690813126.86,200288277129.04
Grenada,GRD,,,,,,,,,,,,,,,,,,71494481.48,88322370.37,102244370.37,110900444.44,115651925.93,125435592.59,131803555.56,145533296.30,167728444.44,187589518.52,215009555.56,236357518.52,267327629.63,278098777.78,300757888.89,310160444.44,309812185.19,325111814.81,342172518.52,366911444.44,392190592.59,445903592.59,482009370.37,520044370.37,520444185.19,540336925.93,591018407.41,599118592.59,695370296.30,698700666.67,758683592.59,825977888.89,771278111.11,771015888.89,778648666.67,799882148.15,842620111.11,911481481.48,997007925.93,1056188592.59,1118816679.41
Greenland,GRL,,,,,,,,,,,69520026.67,88570952.87,106101175.66,140153748.24,169918948.63,211194305.70,240780413.56,282269373.00,355989047.26,420642463.41,476055288.42,435746974.76,402405069.37,416183706.94,379371608.44,412876071.12,603015696.45,787392365.83,898611007.95,929796722.39,1018970364.86,1016493394.83,1037921836.95,927219728.87,1005879948.43,1208946165.93,1197509786.68,1072147778.03,1149862702.96,1131561595.14,1068030829.76,1086172922.57,1169138789.31,1558768614.24,1825157316.69,1849805732.96,2013099482.07,2249811708.95,2499107510.64,2529948329.57,2503156060.53,2684467375.71,2609667673.72,2669515517.33,2837737193.76,2520206899.63,2705891616.98,
Guatemala,GTM,1043599900.00,1076699900.00,1143600000.00,1262800000.00,1299099900.00,1331399900.00,1390700000.00,1453500000.00,1610500000.00,1715399900.00,1904000000.00,1984800000.00,2101300000.00,2569200100.00,3161499900.00,3645900000.00,4365300200.00,5480500200.00,6070600200.00,6902600200.00,7878700000.00,8607500300.00,8716999700.00,9050000400.00,9470000100.00,9721652086.96,7231963515.98,7084399840.00,7841602824.43,8410724360.80,7650125217.35,9406097735.09,10440842165.32,11399942453.06,12983235568.23,14655404433.28,15674835615.31,17790026221.61,19395491992.99,18318412251.36,19288827158.90,18702802394.83,20776669466.61,21917706490.53,23965275995.72,27211377225.27,30231249362.06,34113107085.61,39136893345.15,37733994976.41,41338595380.82,47654841112.85,50388454861.11,53851058955.30,58722323918.16,63767597193.92,68663653469.12,75620095537.50
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3385000000.00,3560000000.00,3857000000.00,4197000000.00,4213000000.00,4375000000.00,4621000000.00,4781000000.00,4895000000.00,4928000000.00,5199000000.00,5337000000.00,5531000000.00,5697000000.00,5793000000.00,
Guyana,GUY,170215248.21,185848451.26,194948375.43,175756868.69,194773376.89,213235294.12,228705882.35,250176470.59,229750000.00,249300000.00,267800000.00,282050000.00,285380952.38,307047619.05,433954545.45,494791666.67,454440000.00,449880000.00,507080000.00,530440000.00,603200000.00,570357107.14,482000000.00,489333333.33,437631605.26,453488372.09,504651139.53,354591846.94,413799990.00,379779389.71,396582263.29,336708419.50,368281378.90,442273433.18,540874934.20,621626785.92,705406001.42,749138009.56,717530683.17,694754988.26,712667896.73,696281471.68,722460886.37,741929342.79,785918769.59,824880550.34,1458449453.34,1740334781.84,1922598121.23,2061323853.89,2273225041.96,2576024115.58,2861562265.88,2990006533.78,3077086275.95,3166029055.69,3504024213.08,3675631961.26
High income,HIC,1083738717524.09,1146883375452.02,1238672839130.43,1324514298295.43,1452677021732.46,1577815768211.41,1727723205625.48,1845769086630.94,2000083838851.45,2197934743018.56,2415942013181.46,2679892857727.41,3105585891201.04,3767960889709.94,4265387676794.30,4726994340058.78,5142980001025.32,5822465210496.34,6962586159784.27,8052892249010.22,8994120940737.17,9132378340522.28,9054257256672.64,9371554895435.04,9742166402692.12,10236440096175.70,12432068220132.10,14393615640029.30,16212731612180.20,16905617637100.40,19054601188741.10,20206438474581.40,21769592842805.80,21951665906572.20,23545813692448.80,26119340056413.60,26365812920137.60,25961033675576.60,26055497178178.90,27338899512486.10,27899011817534.00,27617210372380.50,28605786313951.10,32091742949508.60,35745670208082.20,37828895208554.40,39949591651052.20,43701697595251.40,46482186891482.40,43561026668309.10,45719279000402.40,49412039871292.40,49467213807435.40,50012560794420.70,51048743606969.00,48322414816705.70,49281856158945.90,51475414395949.60
"Hong Kong SAR, China",HKG,1320796651.69,1383681651.14,1612346412.26,1935298266.45,2206466461.26,2435078534.03,2489845016.65,2692474989.13,2716964388.42,3189740055.14,3800766535.62,4476001946.01,5710107420.14,8030117555.62,9388663645.76,10048022369.91,12876366008.81,15719433719.43,18315007365.97,22526035940.59,28861759209.02,31055409443.04,32291306281.82,29907091339.54,33511383985.67,35699543050.78,41075570591.93,50622571586.11,59707404560.59,68790369107.30,76928290841.87,88959620135.89,104272278634.73,120353947980.76,135812069768.65,144652912433.10,159717233621.66,177352785419.98,168886163221.57,165768095391.56,171668164082.56,169403241524.34,166349228737.39,161384522525.30,169099768875.19,181570082162.19,193536265094.36,211597405593.87,219279678430.16,214046415026.19,228637697575.04,248513617677.29,262629441493.48,275696879834.97,291459356985.34,309383627028.56,320881182123.86,341449340450.65
Honduras,HND,335650000.00,356200000.00,387750000.00,410200000.00,457000000.00,508650000.00,549950000.00,598100000.00,646800000.00,668000050.00,723000000.00,731000000.00,802999950.00,912499950.00,1034500000.00,1124000000.00,1347999950.00,1669499950.00,1929499950.00,2251499950.00,2566000050.00,2819500000.00,2903500050.00,3076999950.00,3319000000.00,3639499950.00,3808500050.00,4152499950.00,3970386266.09,3563448310.34,3048881322.96,3068444711.95,3419487440.66,3481990761.34,3432356578.82,3911053180.40,4034037162.16,4663193916.35,5202215657.31,5372543554.01,7103507989.05,7565869927.74,7775078402.93,8140271080.56,8772194250.27,9672035709.40,10841742347.80,12275501784.30,13789715132.50,14587496229.18,15839344591.98,17710315006.00,18528601901.32,18499710127.84,19756494434.70,20979767785.21,21643936938.91,22978532896.78
Heavily indebted poor countries (HIPC),HPC,17504978518.56,17956843434.39,19573297138.39,23727228786.69,21016886044.53,24391611015.22,26614927996.68,25977553324.76,27162680766.14,30351466244.82,31821064288.07,34321034821.74,37182035599.64,44784492923.81,54943146271.97,62338719601.69,66095344257.52,78110571449.28,89239500238.45,100996469907.54,105258291828.63,104909288780.32,104657423995.33,98142260696.48,97549968729.04,102988624168.10,118273947802.17,129510353766.56,130370766056.22,127133870635.98,129563270449.56,133837294061.35,121806252518.37,125953831384.14,111754764756.59,127074341410.36,132907366906.07,139643531730.60,143813315797.91,143743613277.41,155859146238.72,148157685592.47,160931530735.08,183271275526.47,211132332255.82,243510812402.69,292277278510.18,348312890048.82,421086650266.77,423617962057.28,468988446692.29,524010496967.09,564381508746.69,612898760943.11,650445161954.42,640013775850.35,652175948756.27,728774036366.64
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22387561845.22,23678012697.36,23822087053.21,25432144406.20,23386945596.69,21774273832.10,23289671102.32,26878499206.02,34658113497.39,41574530815.50,45416358501.98,50453577898.49,60093222709.05,70481451449.42,62703143057.42,59829574390.69,62375044443.20,56565475274.77,58085856018.51,57629518805.89,49425513611.24,51338524831.03,54849180228.87
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473540601.82,2257121668.19,1878248741.05,2167564194.73,2813313278.81,2907514522.93,3338938830.02,3723909226.87,4153736347.44,3953846310.66,3596443004.56,3472191962.42,2960306120.94,3537720277.50,4310358095.63,4756204069.62,5885325589.98,6548530572.35,6584649419.28,6622541528.57,7516834160.25,7890216507.69,8452509315.88,8776350789.60,8724656126.50,7970649131.23,8408150517.98
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34748508332.11,38724945367.86,40119073326.36,43160392123.61,46418916500.35,46659796772.55,47290180588.60,48770466838.65,49170434390.99,47310623887.23,53821315066.10,67716887203.41,85324771841.41,104066609517.93,113035361316.75,115295199391.61,139850794387.28,157998423131.74,130593960612.17,130922638689.07,140782064609.19,127856647107.82,135215704418.96,140118140454.71,122879042001.92,125816640420.57,139135029758.29
IBRD only,IBD,294774404457.19,281641227734.91,293908953903.00,313430586026.50,354935620754.00,389895242492.86,401998575105.34,413023041130.52,436571430158.04,487999680667.66,529340137554.60,578586967221.22,651183363211.65,837841120950.35,1057291315089.70,1142730058394.36,1246304106557.13,1413531554597.31,1524696748021.09,1825732384161.89,2139770356345.06,2320172191220.91,2301528667243.59,2271483470054.39,2313356636765.27,2440479658093.05,2553582208560.27,2617765836764.29,2847223020246.85,3045552002451.73,3445041207920.85,3710448040088.94,3698848591732.22,3963450456182.61,4345077957648.06,4878122055962.45,5336219415392.91,5653682952212.30,5497866536694.84,5336891178813.20,5799854105797.49,5885080246279.83,5974616212131.51,6727577107713.12,8003465737255.29,9567005556607.55,11338857254968.00,14111319354089.70,16947333467462.90,16449910318384.10,19977170903178.20,23625393810182.30,25110781711224.50,26548453670328.90,27417808169925.20,25892267158724.00,26025458644283.50,28648517074135.90
IDA & IBRD total,IBT,332147671722.71,321728264769.24,337355580352.03,362457947399.11,402597085182.59,443754561135.13,460498323036.78,472068077982.71,498805687917.66,558329679884.82,611214737617.77,660680833841.03,736571203407.22,935526185668.01,1189864874907.52,1301732386850.41,1411568715775.83,1593590716033.29,1728230687774.54,2063545159783.84,2419661720213.71,2606848395021.47,2578742151080.60,2518879316768.41,2552996064936.22,2689611338233.93,2810327707813.88,2895052867496.28,3135165200138.94,3335464621294.63,3753908554413.98,4027002439680.39,4005751191307.75,4262423194627.02,4631977111760.21,5209847124113.57,5701855814803.90,6031820984138.32,5874033495083.35,5721667243132.59,6224417036296.84,6298754036310.75,6417897030413.38,7229580059287.59,8588210201255.36,10243789622354.60,12156999762992.90,15067095325815.00,18098098464795.90,17580870601359.50,21428831908503.90,25280436633081.00,26896135269886.00,28487508096769.40,29510452511451.00,27915726843475.40,28005663818401.20,30741796092143.40
IDA total,IDA,38460451253.64,40595761570.75,43782213430.48,49311508591.61,48198224379.57,54396523606.78,59019096103.95,59591828300.75,62812692366.18,70980249099.94,82609329090.52,82867315218.36,86235028022.78,98734581919.22,133928914477.85,160598679675.14,166939354519.61,181893823160.07,205582968285.79,240221919494.02,282723057153.27,289647129153.94,280286308574.73,250900975037.20,243431271551.36,253223451749.21,261099745963.39,281372080147.97,292176179920.98,294485222683.97,310754984239.13,317926871548.09,308012334756.62,299317037066.07,285827310025.71,330866039411.30,364802180239.02,376900576802.66,375286618962.99,384671576179.31,424694334595.43,413595014871.10,443352796318.38,502102621666.05,584781801313.07,676588277242.27,818083937684.58,955027034610.11,1150019947728.75,1130980343557.60,1455845120196.72,1656436216739.23,1788045890061.40,1944276302494.37,2101886669975.45,2033399081295.74,1988820003334.38,2099617258914.78
IDA blend,IDB,12532037675.97,13393145328.08,14315077254.64,15141028323.39,16552295311.54,18014099603.18,19554625140.30,19677023489.02,20917432610.39,23869327553.84,32853737952.81,30374828112.63,33946936788.25,36085125024.49,52403818333.21,60270886216.66,73287514720.64,76817789922.57,83214760431.82,102395329236.79,131711300194.74,135653435587.82,127748739860.42,106319277691.34,99756301588.79,99685816261.56,96873674115.28,107082431791.54,114714724145.49,117278134197.56,124554583379.38,128127920127.23,129504933952.05,119492029674.21,119339525277.54,140653824899.55,156597034002.36,158398847049.37,151513540340.04,157838229509.67,175759687708.13,169725864984.92,184478678152.90,210422237202.09,254742853363.80,300313257358.98,380109998950.06,434843994375.77,519062838351.92,482330295419.86,710338591111.99,815412487006.04,897230432814.01,973743085757.23,1055271972787.79,985847068547.60,924035470840.17,915342329873.44
Indonesia,IDN,,,,,,,,5667756644.83,7076465295.33,8337423312.88,9150684931.51,9333536359.80,10997590361.45,16273253012.05,25802409638.55,30463855421.69,37269156626.51,45808915662.65,51455719099.92,51400186379.30,72482337370.35,85518233450.78,90158449307.23,81052283404.61,84853699994.05,85289491750.32,79954072569.85,75929617576.88,84300174477.20,94451427898.34,106140727357.03,116621996217.13,128026966579.96,158006700301.53,176892143931.51,202132028723.12,227369679374.97,215748998609.64,95445547872.72,140001351215.46,165021012077.81,160446947784.91,195660611165.18,234772463823.81,256836875295.45,285868618224.02,364570514304.85,432216737774.86,510228634992.26,539580085612.40,755094160363.07,892969107923.09,917869910105.75,912524136718.02,890814755233.23,860854235065.08,932256495234.25,1015539017536.50
