"","age","c_charge_degree","race","age_cat","v_score_text","sex","priors_count","days_b_screening_arrest","v_decile_score","is_recid","two_year_recid","c_jail_in","c_jail_out"
"508",32,"F","African-American","25 - 45","Low","Male",4,0,2,0,0,"2013-10-22 04:13:12","2014-02-07 04:46:43"
"509",29,"F","African-American","25 - 45","Low","Female",1,7,4,0,0,"2013-08-21 12:34:09","2014-02-17 03:11:38"
"510",43,"M","Hispanic","25 - 45","Low","Male",0,-1,1,0,0,"2013-09-20 10:07:27","2013-09-21 08:40:20"
"511",26,"F","African-American","25 - 45","Medium","Male",9,-1,7,1,1,"2013-01-29 07:56:52","2013-02-09 12:41:02"
"512",27,"M","Hispanic","25 - 45","Low","Male",1,-1,2,0,0,"2014-03-02 07:59:01","2014-03-03 02:03:23"
"513",57,"M","Hispanic","Greater than 45","Low","Female",1,-1,1,0,0,"2013-05-12 10:44:04","2013-05-13 01:07:10"
"514",32,"F","African-American","25 - 45","Low","Male",3,-1,2,1,1,"2013-11-18 10:28:15","2013-11-21 05:15:36"
"515",42,"M","Caucasian","25 - 45","Low","Female",0,0,1,0,0,"2013-11-19 03:21:39","2013-11-19 08:57:44"
"516",28,"M","Caucasian","25 - 45","Low","Female",3,-1,3,0,0,"2014-01-29 03:14:43","2014-03-15 05:32:38"
"517",53,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2013-12-08 05:37:02","2013-12-09 02:01:16"
"518",24,"F","Caucasian","Less than 25","Low","Male",0,-1,3,0,0,"2013-04-12 04:15:18","2013-04-13 04:49:36"
"519",28,"F","Hispanic","25 - 45","Low","Male",1,-9,2,0,0,"2013-01-27 07:59:24","2013-02-05 01:27:22"
"520",28,"F","Hispanic","25 - 45","Low","Male",1,-1,4,0,0,"2013-12-06 10:35:46","2013-12-08 02:23:57"
"521",25,"M","African-American","25 - 45","Low","Male",0,0,4,0,0,"2013-12-06 03:45:12","2013-12-07 09:02:36"
"522",52,"F","Caucasian","Greater than 45","Low","Male",1,-5,3,0,0,"2013-08-17 11:01:00","2013-08-21 09:42:10"
"523",28,"M","African-American","25 - 45","Low","Male",4,-1,3,1,1,"2013-11-19 09:37:06","2013-11-20 08:36:56"
"524",21,"F","African-American","Less than 25","Medium","Male",2,-1,6,1,1,"2014-08-03 02:26:32","2014-08-04 01:34:32"
"525",32,"F","African-American","25 - 45","High","Male",19,-1,10,1,1,"2014-02-10 06:04:29","2014-02-25 05:50:02"
"526",63,"M","African-American","Greater than 45","Low","Male",3,-1,1,0,0,"2013-03-11 01:34:23","2013-10-17 05:14:49"
"527",29,"F","Caucasian","25 - 45","Low","Male",2,0,3,0,0,"2013-01-22 12:12:24","2013-01-24 11:34:19"
"528",46,"M","African-American","Greater than 45","Low","Male",0,0,1,0,0,"2013-09-21 04:23:43","2013-09-22 07:45:05"
"529",27,"F","African-American","25 - 45","Low","Male",1,-3,3,0,0,"2013-11-01 07:50:16","2013-11-04 10:41:00"
"530",69,"M","Hispanic","Greater than 45","Low","Female",0,0,1,0,0,"2014-02-17 12:41:46","2014-02-17 10:01:43"
"531",47,"M","Hispanic","Greater than 45","Low","Male",0,-1,1,0,0,"2014-03-30 07:29:05","2014-03-31 08:24:40"
"532",45,"F","Hispanic","Greater than 45","Low","Male",1,-1,3,0,0,"2013-05-14 03:08:49","2013-09-19 05:01:54"
"533",33,"M","Caucasian","25 - 45","Low","Female",1,0,1,0,0,"2014-01-24 02:49:16","2014-01-24 09:38:22"
"534",32,"F","African-American","25 - 45","Medium","Male",14,-1,6,1,1,"2013-05-09 03:22:53","2013-05-11 05:44:32"
"535",24,"F","African-American","Less than 25","Medium","Male",2,-1,5,0,0,"2013-05-20 04:06:09","2013-05-21 07:18:03"
"536",47,"M","Hispanic","Greater than 45","Low","Male",0,-4,1,0,0,"2013-10-03 01:34:28","2013-10-04 09:18:53"
"537",25,"F","Caucasian","25 - 45","Low","Male",1,-1,3,0,0,"2014-03-04 08:15:39","2014-03-05 08:39:30"
"538",21,"F","African-American","Less than 25","Medium","Male",1,-1,7,0,0,"2013-11-22 12:16:41","2014-03-11 01:05:27"
"539",22,"F","African-American","Less than 25","Medium","Male",6,-1,5,1,1,"2014-07-22 03:12:05","2014-07-24 06:06:22"
"540",26,"F","Caucasian","25 - 45","Medium","Female",0,-1,6,0,0,"2013-01-16 04:30:06","2013-01-17 03:36:21"
"541",20,"F","Caucasian","Less than 25","Medium","Male",0,-1,6,0,0,"2014-03-10 03:13:49","2014-03-11 10:33:16"
"542",33,"F","African-American","25 - 45","High","Male",7,0,9,1,1,"2013-01-03 12:47:06","2013-03-23 05:13:54"
"543",35,"F","Caucasian","25 - 45","Low","Male",2,-1,2,0,0,"2014-02-03 10:17:08","2014-02-04 07:35:43"
"544",41,"F","Caucasian","25 - 45","Low","Male",5,-1,1,0,0,"2013-11-25 07:40:00","2013-11-26 10:02:41"
"545",23,"M","Caucasian","Less than 25","Medium","Male",0,0,5,0,0,"2013-01-16 03:21:38","2013-01-18 06:02:43"
"546",54,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,0,"2013-02-22 10:36:11","2013-02-24 02:27:44"
"547",22,"M","Caucasian","Less than 25","Medium","Male",0,-4,5,0,0,"2013-10-06 03:03:50","2013-10-07 08:17:57"
"548",30,"M","Hispanic","25 - 45","Low","Male",1,-9,2,0,0,"2013-12-08 10:10:54","2013-12-16 08:47:38"
"549",54,"M","African-American","Greater than 45","Low","Male",4,-1,4,1,1,"2013-03-16 11:33:04","2013-06-03 08:21:57"
"550",22,"M","Caucasian","Less than 25","Medium","Male",2,-1,6,1,1,"2013-08-28 11:26:11","2013-09-11 08:03:33"
"551",26,"M","African-American","25 - 45","Low","Male",0,-1,3,1,1,"2013-02-01 06:04:12","2013-02-02 05:16:40"
"552",20,"F","African-American","Less than 25","Medium","Female",0,-1,6,0,0,"2014-02-10 07:08:16","2014-02-11 11:50:51"
"553",29,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-04-11 02:03:54","2013-04-13 04:17:04"
"554",23,"M","African-American","Less than 25","Medium","Female",6,-18,5,0,0,"2013-11-28 11:32:18","2013-12-16 06:10:23"
"555",35,"M","African-American","25 - 45","Low","Male",1,-1,1,0,0,"2014-01-21 05:56:47","2014-01-30 10:03:30"
"556",21,"M","African-American","Less than 25","Medium","Male",1,-18,6,1,1,"2013-11-02 01:59:31","2013-11-03 01:26:39"
"557",25,"F","Hispanic","25 - 45","Medium","Male",0,-1,6,0,0,"2013-10-07 07:18:19","2013-10-08 03:39:39"
"558",30,"F","African-American","25 - 45","Low","Female",3,-1,4,0,0,"2014-01-11 07:06:04","2014-02-06 09:34:49"
"559",23,"F","African-American","Less than 25","Medium","Male",2,-1,6,1,1,"2013-04-24 03:10:43","2013-04-30 07:30:08"
"560",32,"F","Caucasian","25 - 45","Low","Male",8,-2,4,1,0,"2013-07-27 10:35:38","2013-07-29 11:27:25"
"561",42,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0,"2013-08-16 03:31:01","2013-08-16 09:14:20"
"562",22,"M","African-American","Less than 25","Low","Female",0,-2,4,0,0,"2014-01-04 11:57:59","2014-01-05 01:34:22"
"563",45,"F","Hispanic","Greater than 45","Low","Male",2,-1,2,0,0,"2013-01-25 07:53:49","2013-03-13 12:29:31"
"564",29,"M","African-American","25 - 45","Low","Male",0,-1,3,0,0,"2013-11-09 08:24:05","2013-11-10 02:36:02"
"565",30,"F","African-American","25 - 45","Low","Male",6,-1,3,1,1,"2013-01-23 04:50:53","2013-01-26 03:15:43"
"566",51,"M","African-American","Greater than 45","Low","Male",17,0,1,0,0,"2013-10-23 02:05:52","2013-10-23 07:52:30"
"567",24,"F","Caucasian","Less than 25","Medium","Male",2,-27,5,0,0,"2013-09-04 06:36:53","2013-09-04 06:53:03"
"568",23,"M","African-American","Less than 25","Medium","Male",2,-1,6,0,0,"2013-02-03 05:45:03","2013-02-08 11:19:06"
"569",36,"F","African-American","25 - 45","Low","Male",5,-1,2,0,0,"2013-12-11 05:02:29","2013-12-12 01:44:46"
"570",69,"M","Hispanic","Greater than 45","Low","Male",0,-1,1,0,0,"2014-03-30 06:30:00","2014-03-31 01:49:24"
"571",59,"M","Hispanic","Greater than 45","Low","Male",1,-1,1,0,0,"2013-04-26 10:39:22","2013-04-27 01:07:17"
"572",39,"F","African-American","25 - 45","Low","Male",1,-9,1,0,0,"2014-01-05 09:54:57","2014-01-10 07:58:25"
"573",29,"F","African-American","25 - 45","Low","Male",2,-1,3,0,0,"2013-05-05 10:38:59","2013-06-12 05:40:10"
"574",44,"F","Caucasian","25 - 45","Low","Male",6,0,1,0,0,"2013-03-22 12:07:37","2013-03-22 08:51:12"
"575",25,"F","African-American","25 - 45","Medium","Male",2,-1,6,0,0,"2013-02-16 04:14:17","2013-04-15 04:35:16"
"576",31,"F","African-American","25 - 45","High","Male",0,0,10,0,0,"2014-01-20 03:43:59","2014-01-20 09:17:53"
"577",35,"M","African-American","25 - 45","Low","Male",17,-1,2,1,1,"2013-02-02 01:30:39","2013-02-04 03:00:27"
"578",33,"F","African-American","25 - 45","Low","Male",1,0,4,0,0,"2013-11-23 12:34:52","2013-11-25 10:32:35"
"579",60,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2014-03-02 12:41:55","2014-03-03 08:09:50"
"580",53,"M","Hispanic","Greater than 45","Low","Male",0,0,1,0,0,"2014-01-19 05:06:52","2014-01-20 12:41:21"
"581",54,"F","African-American","Greater than 45","Low","Female",0,-1,1,0,0,"2013-12-15 02:13:35","2013-12-16 07:55:36"
"582",24,"M","Caucasian","Less than 25","Medium","Male",3,-1,5,0,0,"2014-03-04 11:56:23","2014-03-06 04:15:00"
"583",26,"F","Hispanic","25 - 45","Low","Male",0,-1,3,0,0,"2013-03-24 03:23:32","2013-03-26 11:28:11"
"584",75,"F","African-American","Greater than 45","Low","Female",5,-1,1,0,0,"2013-07-31 04:54:07","2013-08-01 07:43:39"
"585",46,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-03-24 09:03:12","2013-03-25 07:14:16"
"586",27,"F","African-American","25 - 45","Medium","Male",1,0,5,0,0,"2013-01-19 03:06:53","2013-01-26 01:55:00"
"587",59,"M","African-American","Greater than 45","Low","Male",2,0,1,0,0,"2013-04-29 01:05:52","2013-04-29 06:35:40"
"588",39,"F","Caucasian","25 - 45","Low","Male",1,-15,1,0,0,"2013-12-05 03:06:12","2013-12-20 01:58:00"
"589",46,"M","Caucasian","Greater than 45","Low","Male",5,-1,1,0,0,"2013-04-18 07:24:02","2013-04-30 07:30:20"
"590",25,"F","Other","25 - 45","Low","Male",1,-1,3,0,0,"2013-01-14 09:27:00","2013-01-15 01:39:19"
"591",55,"F","Caucasian","Greater than 45","Low","Male",2,-1,1,0,0,"2013-04-02 11:56:46","2013-04-04 10:21:45"
"592",43,"M","African-American","25 - 45","Low","Male",0,-1,1,1,1,"2014-03-26 05:00:03","2014-03-27 08:19:09"
"593",53,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0,"2014-02-06 05:04:01","2014-02-07 02:27:21"
"594",21,"M","African-American","Less than 25","Medium","Female",0,-1,6,0,0,"2013-12-26 06:12:11","2013-12-27 07:35:36"
"595",40,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-04-07 03:56:49","2013-04-09 11:36:38"
"596",37,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,0,"2014-03-07 06:26:42","2014-03-08 09:43:00"
"597",32,"M","African-American","25 - 45","Low","Male",2,-1,2,0,0,"2013-08-09 11:28:35","2013-08-11 03:36:21"
"598",22,"M","Hispanic","Less than 25","Medium","Male",0,-1,5,0,0,"2014-03-09 10:59:23","2014-03-10 03:29:33"
"599",31,"F","African-American","25 - 45","Medium","Female",0,-1,5,0,0,"2013-09-16 07:41:46","2013-09-18 08:56:28"
"600",47,"F","African-American","Greater than 45","Low","Male",4,0,2,0,0,"2013-03-30 03:56:44","2013-03-30 07:56:58"
"601",36,"F","African-American","25 - 45","Low","Male",2,-2,1,1,0,"2013-03-02 08:36:51","2013-03-03 08:52:32"
"602",38,"F","Caucasian","25 - 45","Low","Female",0,-1,1,0,0,"2013-11-07 02:09:05","2013-11-08 09:00:47"
"603",35,"F","Other","25 - 45","Low","Male",0,-1,1,0,0,"2014-03-12 03:20:25","2014-03-14 09:36:01"
"604",53,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-12-15 11:06:25","2013-12-16 08:27:56"
"605",53,"F","African-American","Greater than 45","Low","Male",2,-1,1,0,0,"2013-03-09 09:26:47","2013-03-10 01:02:25"
"606",57,"F","African-American","Greater than 45","Low","Male",19,-1,4,0,0,"2013-10-21 11:00:46","2014-02-16 03:07:18"
"607",21,"F","African-American","Less than 25","High","Male",0,-5,9,1,1,"2013-02-14 06:35:26","2013-02-15 07:40:52"
"608",27,"F","African-American","25 - 45","Low","Male",2,-1,4,0,0,"2014-02-08 07:03:51","2014-03-01 05:08:57"
"609",49,"F","Caucasian","Greater than 45","Low","Female",4,0,1,0,0,"2013-05-25 12:09:30","2013-05-29 05:21:54"
"610",47,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,1,1,"2013-10-07 11:30:18","2013-10-08 08:26:31"
"611",44,"F","Caucasian","25 - 45","Low","Male",3,0,1,0,0,"2013-03-30 04:02:21","2013-03-30 08:06:38"
"612",34,"F","African-American","25 - 45","Low","Male",1,-17,1,0,0,"2013-05-24 11:07:40","2013-05-26 01:55:21"
"613",38,"F","Hispanic","25 - 45","Medium","Male",0,-1,5,0,0,"2013-12-12 01:10:17","2013-12-13 03:24:28"
"614",50,"M","Caucasian","Greater than 45","Low","Male",2,0,1,0,0,"2013-01-03 02:20:43","2013-01-03 10:00:03"
"615",29,"M","Caucasian","25 - 45","Low","Male",1,0,4,0,0,"2014-03-18 03:06:23","2014-03-18 08:25:34"
"616",26,"F","Caucasian","25 - 45","Low","Male",0,0,4,0,0,"2013-04-27 02:42:38","2013-04-27 07:36:35"
"617",47,"M","Hispanic","Greater than 45","Low","Male",0,0,1,0,0,"2013-04-05 02:12:18","2013-04-06 05:06:49"
"618",49,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,0,"2013-11-16 02:12:56","2013-11-16 08:03:22"
"619",49,"F","African-American","Greater than 45","Low","Male",1,0,1,1,1,"2013-03-13 01:26:25","2013-04-01 09:47:06"
"620",59,"F","Caucasian","Greater than 45","Low","Male",2,0,1,0,0,"2013-03-21 12:43:41","2013-04-03 07:34:10"
"621",32,"M","Caucasian","25 - 45","Low","Male",6,-29,4,0,0,"2013-10-24 12:41:00","2013-11-21 09:37:40"
"622",24,"M","African-American","Less than 25","Low","Male",1,0,4,1,1,"2013-01-22 12:22:03","2013-01-22 01:49:40"
"623",40,"M","Hispanic","25 - 45","Low","Male",0,-2,1,0,0,"2014-01-04 01:41:51","2014-01-05 08:41:28"
"624",32,"F","African-American","25 - 45","Low","Male",0,0,2,0,0,"2013-02-02 12:08:15","2013-02-02 05:41:52"
"625",54,"M","Hispanic","Greater than 45","Low","Female",0,0,1,0,0,"2013-05-20 03:07:28","2013-05-20 07:36:27"
"626",27,"F","African-American","25 - 45","Medium","Male",9,-1,5,1,1,"2013-02-05 11:27:02","2015-04-16 06:28:26"
"627",25,"M","Caucasian","25 - 45","Low","Male",2,0,4,0,0,"2013-02-07 03:40:18","2013-02-19 08:46:34"
"628",37,"M","African-American","25 - 45","High","Male",18,-1,9,0,0,"2013-03-25 05:57:23","2013-03-26 07:50:11"
"629",23,"F","African-American","Less than 25","Medium","Male",1,0,6,1,1,"2013-04-05 06:11:22","2013-04-06 05:17:31"
"630",20,"F","African-American","Less than 25","Medium","Female",0,0,7,0,0,"2014-03-23 12:24:11","2014-03-23 09:07:20"
"631",50,"F","Caucasian","Greater than 45","Medium","Male",8,-14,5,0,0,"2013-03-15 12:34:40","2013-03-27 09:11:27"
"632",50,"F","African-American","Greater than 45","Low","Male",7,-1,1,0,0,"2013-02-04 07:31:30","2013-02-05 01:26:00"
"633",40,"F","Caucasian","25 - 45","Low","Male",3,-1,1,0,0,"2013-04-19 04:19:17","2013-04-20 09:50:23"
"634",24,"F","Caucasian","Less than 25","Medium","Female",2,-1,5,0,0,"2013-02-06 04:14:19","2013-02-08 08:31:47"
"635",23,"F","African-American","Less than 25","Low","Female",3,-1,3,1,1,"2014-05-08 09:00:55","2014-05-09 01:44:12"
"636",25,"M","Caucasian","25 - 45","Medium","Male",4,-10,7,0,0,"2013-03-05 04:57:56","2013-03-06 08:00:56"
"637",46,"M","Caucasian","Greater than 45","Low","Male",1,-2,1,0,0,"2013-07-24 11:48:45","2013-07-26 10:35:23"
"638",25,"F","Other","25 - 45","Low","Male",1,-1,3,0,0,"2013-01-07 07:39:01","2013-09-30 08:47:34"
"639",22,"M","Caucasian","Less than 25","Low","Female",0,-1,4,0,0,"2013-09-30 02:52:30","2013-09-30 02:08:31"
"640",32,"F","Caucasian","25 - 45","Low","Female",1,-1,1,0,0,"2013-12-12 03:30:30","2013-12-14 04:07:22"
"641",33,"M","African-American","25 - 45","Medium","Male",4,-1,6,1,1,"2014-06-01 09:28:27","2014-06-03 03:12:10"
"642",24,"F","African-American","Less than 25","Low","Male",0,0,3,0,0,"2013-01-03 12:11:06","2013-01-03 07:16:21"
"643",37,"M","Caucasian","25 - 45","Low","Male",0,-1,1,1,0,"2013-03-31 03:19:09","2013-04-01 01:49:26"
"644",40,"M","Caucasian","25 - 45","Low","Female",0,0,1,0,0,"2014-01-07 02:07:12","2014-01-07 08:02:01"
"645",43,"F","African-American","25 - 45","Low","Male",9,-1,2,1,1,"2013-03-24 08:22:40","2013-03-25 07:55:14"
"646",25,"F","African-American","25 - 45","High","Male",11,-1,8,1,1,"2013-05-20 05:02:22","2013-05-27 02:35:13"
"647",52,"F","African-American","Greater than 45","Low","Female",1,-28,1,0,0,"2013-01-23 11:28:00","2013-01-24 05:00:54"
"648",47,"F","African-American","Greater than 45","Low","Male",5,-1,1,0,0,"2014-03-03 09:34:24","2014-03-04 09:28:47"
"649",52,"M","Caucasian","Greater than 45","Low","Female",6,0,2,0,0,"2013-05-23 01:18:11","2013-06-25 08:29:01"
"650",37,"M","Caucasian","25 - 45","Low","Male",0,0,2,0,0,"2014-02-03 03:16:01","2014-02-03 08:15:52"
"651",24,"F","African-American","Less than 25","Medium","Female",0,-1,5,0,0,"2013-08-22 07:13:26","2013-08-23 07:19:05"
"652",34,"F","African-American","25 - 45","High","Female",14,-1,8,0,0,"2013-09-09 10:18:23","2013-09-13 08:09:26"
"653",62,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0,"2013-10-03 02:12:45","2013-10-03 08:30:26"
"654",60,"F","Caucasian","Greater than 45","Low","Female",0,0,3,0,0,"2013-03-20 03:59:30","2013-04-02 11:35:13"
"655",35,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2014-03-02 08:33:08","2014-03-03 09:10:46"
"656",24,"F","African-American","Less than 25","Medium","Female",0,-1,5,0,0,"2013-10-06 11:32:23","2013-10-07 06:38:36"
"657",30,"M","Caucasian","25 - 45","Low","Male",0,0,2,0,0,"2013-04-26 04:51:20","2013-04-26 01:38:42"
"658",28,"M","Caucasian","25 - 45","Low","Female",0,-1,3,0,0,"2013-12-17 03:11:35","2013-12-17 08:52:31"
"659",56,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,0,"2013-10-01 01:21:21","2013-10-02 12:35:21"
"660",23,"M","Caucasian","Less than 25","Low","Male",1,-1,4,0,0,"2014-03-28 11:35:16","2014-03-29 09:58:14"
"661",35,"F","African-American","25 - 45","Low","Female",2,-1,2,0,0,"2013-09-05 05:55:01","2013-09-19 09:03:27"
"662",33,"M","Caucasian","25 - 45","Low","Male",3,0,3,0,0,"2013-03-30 03:59:43","2013-03-30 08:08:08"
"663",21,"F","Hispanic","Less than 25","Medium","Male",0,-1,6,0,0,"2013-05-11 03:01:10","2013-05-15 07:34:44"
"664",41,"M","African-American","25 - 45","Medium","Male",9,-1,5,1,0,"2013-02-17 06:51:32","2013-02-18 06:40:08"
"665",24,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,0,"2013-10-13 05:01:13","2013-10-17 05:14:26"
"666",25,"F","Native American","25 - 45","Medium","Male",7,0,6,1,0,"2013-01-19 12:25:22","2013-01-20 07:58:22"
"667",49,"F","African-American","Greater than 45","Low","Male",3,0,1,0,0,"2013-04-13 03:06:25","2013-04-14 04:33:37"
"668",22,"F","Hispanic","Less than 25","Medium","Female",0,0,6,0,0,"2013-04-24 03:08:06","2013-04-24 08:19:38"
"669",27,"F","African-American","25 - 45","Medium","Female",3,-1,6,1,1,"2014-04-01 07:29:54","2014-04-04 09:24:50"
"670",50,"M","African-American","Greater than 45","Low","Male",4,-3,2,0,0,"2013-12-23 11:01:49","2013-12-25 12:33:55"
"671",23,"M","African-American","Less than 25","Low","Female",0,0,3,0,0,"2014-01-28 02:07:15","2014-01-28 08:01:14"
"672",34,"M","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2014-01-04 11:00:17","2014-01-05 08:05:12"
"673",25,"M","Other","25 - 45","Medium","Male",1,-1,6,1,1,"2013-08-12 08:23:20","2013-10-09 09:34:57"
"674",30,"M","Hispanic","25 - 45","Low","Male",0,-1,1,0,0,"2013-11-02 07:39:34","2013-11-03 01:25:34"
"675",42,"M","Native American","25 - 45","Low","Male",0,-1,1,0,0,"2013-02-09 02:53:17","2013-02-12 05:49:29"
"676",24,"F","Other","Less than 25","Medium","Male",5,-1,5,0,0,"2013-10-01 10:04:46","2013-10-02 11:33:20"
"677",52,"F","African-American","Greater than 45","Low","Male",3,-1,2,0,0,"2013-10-29 08:09:10","2013-10-30 02:04:02"
"678",26,"M","Caucasian","25 - 45","Low","Female",3,-1,3,0,0,"2014-01-12 07:47:15","2014-01-13 02:00:29"
"679",38,"F","Hispanic","25 - 45","Low","Male",0,0,1,0,0,"2013-03-31 03:07:51","2013-04-01 06:36:12"
"680",30,"F","Caucasian","25 - 45","Low","Female",0,0,2,0,0,"2013-03-14 02:57:45","2013-03-15 06:01:08"
"681",20,"M","African-American","Less than 25","High","Male",0,-1,10,1,1,"2014-09-28 05:46:42","2014-10-02 08:08:29"
"682",24,"F","Asian","Less than 25","Low","Male",0,-1,4,0,0,"2013-03-24 09:12:24","2013-03-25 07:15:23"
"683",31,"F","Caucasian","25 - 45","Medium","Male",0,-1,5,0,0,"2013-02-20 08:50:03","2013-05-09 06:18:55"
"684",37,"M","Caucasian","25 - 45","Low","Female",1,-25,2,0,0,"2013-01-27 04:29:27","2013-01-28 08:30:45"
"685",33,"F","African-American","25 - 45","Low","Female",1,-2,2,0,0,"2013-02-25 10:43:20","2013-02-26 01:28:27"
"686",42,"M","African-American","25 - 45","Low","Male",0,0,1,0,0,"2013-03-25 12:03:45","2013-03-25 09:43:32"
"687",32,"F","African-American","25 - 45","Medium","Male",4,-1,7,1,1,"2013-02-13 05:34:20","2014-04-03 06:22:15"
"688",28,"F","African-American","25 - 45","Medium","Male",7,-1,6,1,1,"2014-08-16 05:41:44","2014-08-18 02:54:31"
"689",38,"F","Caucasian","25 - 45","Low","Male",0,0,2,0,0,"2013-02-14 05:26:52","2013-07-22 06:55:53"
"690",38,"F","African-American","25 - 45","Low","Male",3,-1,1,0,0,"2013-02-07 08:57:01","2013-02-08 09:37:20"
"691",34,"M","African-American","25 - 45","Low","Female",0,-1,2,1,0,"2013-02-23 03:07:35","2013-02-24 06:13:24"
"692",38,"M","African-American","25 - 45","Low","Male",1,-1,2,0,0,"2013-02-21 07:43:08","2013-03-01 08:19:03"
"693",36,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2013-11-19 06:28:12","2013-12-14 04:30:00"
"694",32,"M","Hispanic","25 - 45","Low","Male",0,-6,2,0,0,"2013-12-28 04:21:31","2014-01-03 05:33:42"
"695",23,"M","African-American","Less than 25","High","Male",0,-1,8,0,0,"2013-05-21 10:03:18","2013-05-22 08:06:02"
"696",47,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-09-20 11:27:11","2013-09-21 08:40:49"
"697",20,"F","African-American","Less than 25","Medium","Male",0,0,6,0,0,"2013-10-28 04:46:03","2013-10-28 01:37:14"
"698",35,"M","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-10-31 02:23:41","2013-11-01 01:40:24"
"699",28,"M","Caucasian","25 - 45","Low","Female",1,-1,4,0,0,"2014-02-12 02:08:55","2014-02-13 08:48:41"
"700",22,"F","African-American","Less than 25","High","Male",0,-1,9,0,0,"2013-01-14 12:35:16","2013-01-15 06:41:16"
"701",20,"F","Other","Less than 25","High","Male",8,-1,8,1,1,"2013-11-03 07:03:06","2013-11-04 08:10:42"
"702",40,"M","Hispanic","25 - 45","Low","Male",0,0,1,0,0,"2014-02-10 01:41:01","2014-02-10 08:22:50"
"703",27,"F","Other","25 - 45","Low","Male",1,-1,4,0,0,"2013-12-28 10:43:59","2014-01-03 08:51:14"
"704",60,"F","African-American","Greater than 45","Low","Male",12,-1,1,0,0,"2013-05-02 10:16:05","2013-05-03 12:40:40"
"705",33,"M","African-American","25 - 45","Low","Male",6,-1,4,0,0,"2013-01-25 10:07:00","2013-01-26 07:41:44"
"706",24,"M","Caucasian","Less than 25","Low","Male",4,-1,4,0,0,"2013-03-09 08:48:08","2013-03-10 07:11:28"
"707",29,"F","African-American","25 - 45","High","Male",4,0,9,1,1,"2013-02-07 02:10:43","2014-01-28 06:29:27"
"708",32,"M","Hispanic","25 - 45","Low","Male",0,-1,1,0,0,"2013-03-06 08:29:29","2013-03-07 08:09:09"
"709",32,"F","African-American","25 - 45","Low","Male",1,0,3,0,0,"2013-01-16 12:41:51","2013-01-16 06:44:28"
"710",27,"F","Other","25 - 45","Low","Male",0,-2,2,0,0,"2013-01-27 06:21:47","2013-01-29 10:59:25"
"711",30,"M","Caucasian","25 - 45","Low","Male",3,-1,3,0,0,"2013-03-26 09:34:36","2013-03-27 01:22:00"
"712",57,"M","Caucasian","Greater than 45","Low","Male",0,0,2,0,0,"2013-10-05 03:02:31","2013-10-06 08:39:57"
"713",21,"F","African-American","Less than 25","Medium","Male",0,-1,6,0,0,"2014-03-24 07:15:06","2014-03-25 01:35:56"
"714",22,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,0,"2013-11-26 06:06:07","2013-12-31 07:52:49"
"715",58,"F","Caucasian","Greater than 45","Low","Male",2,-9,2,0,0,"2013-10-12 08:52:39","2013-10-17 04:51:37"
"716",20,"F","African-American","Less than 25","High","Male",0,-1,10,1,1,"2014-07-08 02:25:20","2015-02-02 06:30:23"
"717",40,"M","Other","25 - 45","Low","Male",0,-1,1,0,0,"2013-01-05 08:58:58","2013-01-06 01:15:19"
"718",45,"M","Caucasian","Greater than 45","Low","Female",5,-1,2,0,0,"2013-07-01 03:16:14","2013-07-01 07:50:03"
"719",23,"F","Hispanic","Less than 25","High","Male",4,-27,8,0,0,"2013-08-24 04:52:55","2013-09-20 11:57:40"
"720",53,"M","Caucasian","Greater than 45","Low","Female",1,-1,1,0,0,"2013-04-16 09:32:04","2013-04-17 09:11:10"
"721",44,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2014-02-06 09:12:43","2014-02-08 09:33:59"
"722",44,"M","Caucasian","25 - 45","Low","Female",1,-6,2,0,0,"2013-04-03 11:25:15","2013-04-08 08:29:22"
"723",28,"M","African-American","25 - 45","Low","Male",0,0,2,0,0,"2013-08-07 02:46:35","2013-08-07 07:56:41"
"724",28,"M","Caucasian","25 - 45","Low","Male",2,-1,2,0,0,"2013-02-12 03:30:44","2013-02-13 08:00:37"
